名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
4位,弓箭手,神?,00:23.70,2019.10.25 05:45:02,2019.10.26,第二週
4位,力士,八月中秋山林涼,00:25.40,2019.10.23 11:19:18,2019.10.26,第二週
4位,乾坤士,大哥哥?,00:31.80,2019.10.24 12:36:23,2019.10.26,第二週
4位,刺客,狄世,00:36.40,2019.10.24 01:18:33,2019.10.26,第二週
5位,劍士,葛清霏,00:10.50,2019.10.24 22:29:03,2019.10.26,第二週
5位,拳士,班尼菈,00:12.90,2019.10.23 23:06:17,2019.10.26,第二週
5位,鬥士,?波克比,00:13.70,2019.10.23 20:20:34,2019.10.26,第二週
5位,召喚師,幸福伴身旁,00:15.80,2019.10.23 18:36:09,2019.10.26,第二週
5位,氣功士,空拍,00:15.90,2019.10.25 21:40:04,2019.10.26,第二週
5位,咒術師,ZUOAN?奶茶,00:16.40,2019.10.23 23:33:20,2019.10.26,第二週
5位,槍擊士,?小肥?,00:21.20,2019.10.24 01:53:22,2019.10.26,第二週
5位,燐劍士,88在草原上轉圈圈,00:22.90,2019.10.23 11:12:43,2019.10.26,第二週
5位,弓箭手,茶茶射妳,00:25.80,2019.10.25 19:26:30,2019.10.26,第二週
5位,力士,人彘?,00:30.60,2019.10.25 01:13:22,2019.10.26,第二週
5位,乾坤士,多納太羅?啾,00:32.80,2019.10.25 23:34:09,2019.10.26,第二週
5位,刺客,紫星夜影,00:39.80,2019.10.25 08:10:31,2019.10.26,第二週
6位,劍士,月孤痕,00:10.90,2019.10.24 01:01:06,2019.10.26,第二週
6位,鬥士,孀笙,00:13.70,2019.10.24 16:56:51,2019.10.26,第二週
6位,拳士,Yeon誠,00:13.90,2019.10.24 09:33:42,2019.10.26,第二週
6位,氣功士,HanShuang,00:16.90,2019.10.25 01:21:21,2019.10.26,第二週
6位,咒術師,Jesus?,00:19.70,2019.10.26 03:08:02,2019.10.26,第二週
6位,槍擊士,?青羽梟,00:23.60,2019.10.24 00:49:06,2019.10.26,第二週
6位,召喚師,庫洛司,00:23.80,2019.10.23 16:03:29,2019.10.26,第二週
6位,弓箭手,?拉媞琺,00:25.90,2019.10.25 22:05:01,2019.10.26,第二週
6位,燐劍士,鮮奶茶?,00:27.80,2019.10.25 23:35:16,2019.10.26,第二週
6位,力士,孤?,00:31.70,2019.10.23 20:50:51,2019.10.26,第二週
6位,乾坤士,桂明香,00:38.60,2019.10.26 00:44:55,2019.10.26,第二週
6位,刺客,JusticeMem,00:42.50,2019.10.23 21:12:11,2019.10.26,第二週
7位,劍士,夕晴,00:11.50,2019.10.23 21:00:51,2019.10.26,第二週
7位,拳士,金木涼,00:14.60,2019.10.24 06:45:46,2019.10.26,第二週
7位,鬥士,龍龍55,00:15.50,2019.10.25 15:56:27,2019.10.26,第二週
7位,咒術師,HLHope,00:20.80,2019.10.25 06:25:21,2019.10.26,第二週
7位,召喚師,神龍?,00:24.0,2019.10.23 21:24:41,2019.10.26,第二週
7位,氣功士,Crazy南,00:26.60,2019.10.25 18:02:48,2019.10.26,第二週
7位,弓箭手,?緋雨,00:28.0,2019.10.25 21:48:52,2019.10.26,第二週
7位,燐劍士,Treasure?麥,00:28.70,2019.10.24 12:18:17,2019.10.26,第二週
7位,槍擊士,古洛,00:31.30,2019.10.23 13:50:36,2019.10.26,第二週
7位,力士,藏鱷,00:31.80,2019.10.23 18:23:19,2019.10.26,第二週
7位,乾坤士,克克星,00:40.90,2019.10.23 13:55:43,2019.10.26,第二週
7位,刺客,新手惹人愛,00:42.50,2019.10.24 05:19:09,2019.10.26,第二週
8位,劍士,云淡?,00:11.60,2019.10.26 04:30:38,2019.10.26,第二週
8位,拳士,川榷,00:15.50,2019.10.25 02:11:15,2019.10.26,第二週
8位,鬥士,青壇Xcandy,00:16.10,2019.10.23 20:57:21,2019.10.26,第二週
8位,咒術師,月?,00:21.10,2019.10.26 03:25:07,2019.10.26,第二週
8位,召喚師,?艾比醬,00:25.30,2019.10.25 10:25:25,2019.10.26,第二週
8位,氣功士,芷芸?,00:27.60,2019.10.25 02:46:23,2019.10.26,第二週
8位,弓箭手,哈庫菈瑪躂躂,00:28.20,2019.10.24 03:12:31,2019.10.26,第二週
8位,力士,西狼GOOD?桃,00:31.90,2019.10.25 03:07:33,2019.10.26,第二週
8位,燐劍士,?秋白,00:32.70,2019.10.26 00:00:37,2019.10.26,第二週
8位,槍擊士,三發裝子彈,00:33.0,2019.10.25 20:45:20,2019.10.26,第二週
8位,刺客,?凜,00:43.40,2019.10.26 02:57:11,2019.10.26,第二週
8位,乾坤士,即白,00:43.80,2019.10.25 00:35:08,2019.10.26,第二週
9位,劍士,Sazabi,00:11.70,2019.10.23 22:47:42,2019.10.26,第二週
9位,鬥士,祤鷹,00:16.60,2019.10.25 21:21:11,2019.10.26,第二週
9位,拳士,擋我一百招,00:17.50,2019.10.25 11:52:48,2019.10.26,第二週
9位,咒術師,菈菈唲,00:22.60,2019.10.23 20:25:15,2019.10.26,第二週
9位,召喚師,蘿水三千只取一瓢飲,00:26.40,2019.10.25 23:47:38,2019.10.26,第二週
9位,氣功士,?小肥鏡,00:28.0,2019.10.25 19:49:42,2019.10.26,第二週
9位,弓箭手,東京靄靄斜陽云,00:29.10,2019.10.26 02:56:02,2019.10.26,第二週
9位,力士,胖胖空,00:32.60,2019.10.24 21:39:14,2019.10.26,第二週
9位,燐劍士,柒撚懵懵,00:33.10,2019.10.24 23:52:12,2019.10.26,第二週
9位,槍擊士,浮雲?,00:34.0,2019.10.24 03:47:05,2019.10.26,第二週
9位,刺客,戕納,00:44.50,2019.10.25 15:38:07,2019.10.26,第二週
9位,乾坤士,青蘋芙姬,00:44.90,2019.10.25 14:11:24,2019.10.26,第二週
10位,劍士,緋穆晨芯?,00:12.40,2019.10.24 20:19:21,2019.10.26,第二週
10位,鬥士,別讓羊叔叔輸出,00:18.30,2019.10.23 21:21:06,2019.10.26,第二週
10位,拳士,Ruler?,00:20.50,2019.10.24 00:52:18,2019.10.26,第二週
10位,咒術師,咚踏取蜜,00:22.90,2019.10.23 23:30:53,2019.10.26,第二週
10位,召喚師,紗兒的小豬豬,00:29.0,2019.10.24 02:10:04,2019.10.26,第二週
10位,氣功士,o寒江雪o,00:29.10,2019.10.26 01:51:55,2019.10.26,第二週
10位,力士,黑雪幸,00:32.70,2019.10.24 01:28:03,2019.10.26,第二週
10位,燐劍士,青陌?,00:33.20,2019.10.25 16:37:53,2019.10.26,第二週
10位,槍擊士,冰冬a囝仔?,00:35.40,2019.10.24 12:50:13,2019.10.26,第二週
10位,弓箭手,芷湘弦?,00:36.90,2019.10.23 17:03:05,2019.10.26,第二週
10位,乾坤士,方米,00:45.10,2019.10.25 23:49:17,2019.10.26,第二週
10位,刺客,宇佐見蓮子,00:47.0,2019.10.25 00:53:38,2019.10.26,第二週
11位,劍士,淘兒,00:13.30,2019.10.24 16:58:13,2019.10.26,第二週
11位,鬥士,小胖次?,00:19.90,2019.10.23 21:26:56,2019.10.26,第二週
11位,拳士,拼命四狼,00:22.90,2019.10.24 01:40:10,2019.10.26,第二週
11位,咒術師,?妍,00:23.60,2019.10.23 15:56:20,2019.10.26,第二週
11位,召喚師,耍廢?,00:29.50,2019.10.26 00:04:36,2019.10.26,第二週
11位,力士,語芯妍,00:32.70,2019.10.26 03:06:25,2019.10.26,第二週
11位,燐劍士,?幻熾,00:33.80,2019.10.23 21:37:11,2019.10.26,第二週
11位,氣功士,風嵐之翼,00:35.30,2019.10.25 18:33:54,2019.10.26,第二週
11位,槍擊士,芸之?,00:36.0,2019.10.23 14:16:10,2019.10.26,第二週
11位,弓箭手,茉娜德,00:38.0,2019.10.25 09:53:33,2019.10.26,第二週
11位,乾坤士,蕭墨染,00:45.30,2019.10.23 17:31:38,2019.10.26,第二週
11位,刺客,Xanis,00:47.80,2019.10.25 00:47:34,2019.10.26,第二週
12位,劍士,鬼綾霄,00:14.0,2019.10.25 00:44:01,2019.10.26,第二週
12位,鬥士,?洛,00:20.90,2019.10.23 23:01:07,2019.10.26,第二週
12位,拳士,Yuan爻,00:23.90,2019.10.24 14:29:34,2019.10.26,第二週
12位,咒術師,宓宣,00:24.70,2019.10.24 22:11:59,2019.10.26,第二週
12位,召喚師,加沐,00:31.50,2019.10.24 14:27:14,2019.10.26,第二週
12位,力士,出手不留情,00:32.90,2019.10.25 12:49:49,2019.10.26,第二週
12位,燐劍士,易利信,00:35.30,2019.10.23 21:12:00,2019.10.26,第二週
12位,氣功士,CandyBoBo,00:35.50,2019.10.24 19:46:58,2019.10.26,第二週
12位,槍擊士,槍?玫瑰?沁悸,00:36.0,2019.10.25 06:19:31,2019.10.26,第二週
12位,弓箭手,魔徒,00:39.60,2019.10.25 11:59:24,2019.10.26,第二週
12位,乾坤士,凌紅兒,00:46.20,2019.10.23 22:37:59,2019.10.26,第二週
12位,刺客,?身?,00:49.70,2019.10.24 18:01:22,2019.10.26,第二週
13位,劍士,同性才是人間真愛?,00:14.50,2019.10.24 13:58:33,2019.10.26,第二週
13位,鬥士,亞瑟?潘德拉貢,00:22.90,2019.10.25 16:15:25,2019.10.26,第二週
13位,拳士,聖奇諾,00:24.80,2019.10.23 23:19:25,2019.10.26,第二週
13位,咒術師,?緋雨,00:26.0,2019.10.24 19:39:47,2019.10.26,第二週
13位,召喚師,向日葵自走砲,00:31.50,2019.10.25 17:11:34,2019.10.26,第二週
13位,力士,小高冷?,00:33.70,2019.10.26 01:49:05,2019.10.26,第二週
13位,燐劍士,煙雨沐歌,00:36.10,2019.10.24 03:36:31,2019.10.26,第二週
13位,槍擊士,雨天?,00:36.40,2019.10.24 02:09:12,2019.10.26,第二週
13位,氣功士,冷豔雪,00:39.60,2019.10.25 14:15:35,2019.10.26,第二週
13位,弓箭手,阿爾特彌斯,00:41.80,2019.10.25 12:29:22,2019.10.26,第二週
13位,刺客,黑夜侵襲?,00:50.0,2019.10.25 20:56:56,2019.10.26,第二週
13位,乾坤士,喵喵蟲咖波,00:55.10,2019.10.24 23:05:23,2019.10.26,第二週
14位,劍士,0660,00:15.0,2019.10.23 20:04:13,2019.10.26,第二週
14位,鬥士,NiTaMaB,00:23.70,2019.10.24 19:23:06,2019.10.26,第二週
14位,拳士,陸奧十三,00:25.20,2019.10.25 23:59:49,2019.10.26,第二週
14位,咒術師,夏雨筠,00:27.50,2019.10.25 00:31:58,2019.10.26,第二週
14位,召喚師,?玥凝雪,00:31.70,2019.10.25 10:02:01,2019.10.26,第二週
14位,力士,莫知名,00:35.90,2019.10.23 20:14:31,2019.10.26,第二週
14位,燐劍士,汀小貓?,00:36.70,2019.10.24 19:08:11,2019.10.26,第二週
14位,槍擊士,蒼瑩,00:37.60,2019.10.25 18:46:41,2019.10.26,第二週
14位,氣功士,祅賊賊,00:40.0,2019.10.25 23:03:49,2019.10.26,第二週
14位,弓箭手,寂靜子?,00:45.0,2019.10.26 00:29:48,2019.10.26,第二週
14位,刺客,榮瑋長的帥?榮瑋低調不說,00:50.90,2019.10.24 19:02:35,2019.10.26,第二週
14位,乾坤士,多麗米亞,00:55.80,2019.10.23 14:45:16,2019.10.26,第二週
15位,劍士,小多?,00:15.20,2019.10.26 02:32:55,2019.10.26,第二週
15位,鬥士,素鳶輕暖畫涼箏,00:24.80,2019.10.26 00:22:26,2019.10.26,第二週
15位,拳士,伊璃?,00:25.30,2019.10.24 23:33:38,2019.10.26,第二週
15位,咒術師,夢醒淑芬?,00:27.60,2019.10.24 02:38:16,2019.10.26,第二週
15位,召喚師,起司喵喵,00:32.80,2019.10.25 22:52:33,2019.10.26,第二週
15位,燐劍士,遊星躑躅,00:37.20,2019.10.23 20:22:39,2019.10.26,第二週
15位,槍擊士,欣欣?,00:38.0,2019.10.24 17:25:47,2019.10.26,第二週
15位,力士,紫楓凜,00:39.60,2019.10.25 11:29:25,2019.10.26,第二週
15位,氣功士,天璇?,00:40.80,2019.10.26 04:06:23,2019.10.26,第二週
15位,弓箭手,莉花緒凜,00:46.40,2019.10.25 22:43:54,2019.10.26,第二週
15位,刺客,妲己?狐,00:51.20,2019.10.25 18:34:39,2019.10.26,第二週
15位,乾坤士,沐雲汐,00:57.50,2019.10.25 20:24:03,2019.10.26,第二週
16位,劍士,?村長,00:15.50,2019.10.24 18:09:25,2019.10.26,第二週
16位,拳士,欣月,00:25.70,2019.10.23 19:26:37,2019.10.26,第二週
16位,鬥士,一姝兒,00:27.20,2019.10.24 02:18:25,2019.10.26,第二週
16位,咒術師,侜張,00:27.60,2019.10.25 22:37:24,2019.10.26,第二週
16位,召喚師,冰羽毛,00:34.90,2019.10.25 00:13:40,2019.10.26,第二週
16位,燐劍士,巴瑞歐?,00:37.60,2019.10.23 12:36:23,2019.10.26,第二週
16位,槍擊士,?琰傾絮,00:38.70,2019.10.24 16:49:55,2019.10.26,第二週
16位,氣功士,霄嵐,00:41.80,2019.10.24 20:03:08,2019.10.26,第二週
16位,力士,愛??,00:42.60,2019.10.26 03:34:32,2019.10.26,第二週
16位,弓箭手,十大bug,00:46.40,2019.10.26 01:26:10,2019.10.26,第二週
16位,刺客,緋玥之楓,00:51.90,2019.10.26 02:32:33,2019.10.26,第二週
16位,乾坤士,唏語璦,00:59.60,2019.10.25 08:46:33,2019.10.26,第二週
17位,劍士,你了解我的明白嗎,00:15.60,2019.10.24 10:41:54,2019.10.26,第二週
17位,鬥士,楊宵,00:27.30,2019.10.24 11:29:11,2019.10.26,第二週
17位,拳士,月光琵琶曲,00:29.10,2019.10.24 18:35:27,2019.10.26,第二週
17位,咒術師,??智,00:30.30,2019.10.24 21:18:44,2019.10.26,第二週
17位,召喚師,城堡,00:35.50,2019.10.25 21:19:44,2019.10.26,第二週
17位,燐劍士,搖滾可可,00:38.0,2019.10.24 02:05:30,2019.10.26,第二週
17位,槍擊士,阿雪OuO,00:41.90,2019.10.24 10:08:02,2019.10.26,第二週
17位,力士,灰??,00:43.70,2019.10.25 22:55:49,2019.10.26,第二週
17位,氣功士,咕?,00:44.0,2019.10.24 23:26:30,2019.10.26,第二週
17位,弓箭手,湧嵐,00:47.70,2019.10.25 23:28:03,2019.10.26,第二週
17位,刺客,鬼迷神疑?,00:52.10,2019.10.26 02:36:05,2019.10.26,第二週
17位,乾坤士,鉯禹,01:00.20,2019.10.24 01:25:55,2019.10.26,第二週
18位,劍士,艾蕾歐諾拉維爾塔利亞,00:15.70,2019.10.24 15:09:06,2019.10.26,第二週
18位,鬥士,檸小若,00:28.20,2019.10.23 12:43:26,2019.10.26,第二週
18位,拳士,雅夜,00:30.70,2019.10.24 23:58:00,2019.10.26,第二週
18位,咒術師,蘋兒?,00:31.20,2019.10.26 01:31:35,2019.10.26,第二週
18位,召喚師,赤瞳?,00:36.20,2019.10.24 20:10:42,2019.10.26,第二週
18位,燐劍士,零度?,00:39.60,2019.10.24 01:21:17,2019.10.26,第二週
18位,槍擊士,伊澤那,00:43.10,2019.10.23 11:18:21,2019.10.26,第二週
18位,力士,臻楓,00:44.0,2019.10.24 02:16:32,2019.10.26,第二週
18位,氣功士,?花舞鳥,00:44.40,2019.10.24 01:32:50,2019.10.26,第二週
18位,弓箭手,Xiao月霜,00:50.70,2019.10.26 04:29:31,2019.10.26,第二週
18位,刺客,不夠,00:52.10,2019.10.26 03:07:03,2019.10.26,第二週
18位,乾坤士,再平凡?月依舊限量版,01:01.10,2019.10.23 21:45:59,2019.10.26,第二週
19位,劍士,九軍?,00:16.0,2019.10.25 15:26:03,2019.10.26,第二週
19位,鬥士,雅卡緹亞,00:29.50,2019.10.24 23:30:31,2019.10.26,第二週
19位,拳士,河漓雪?,00:31.50,2019.10.25 12:51:51,2019.10.26,第二週
19位,咒術師,Dandin沉默?,00:32.10,2019.10.24 11:35:19,2019.10.26,第二週
19位,召喚師,憐翊?,00:36.80,2019.10.25 19:00:29,2019.10.26,第二週
19位,燐劍士,來砍我?,00:40.80,2019.10.24 19:23:35,2019.10.26,第二週
19位,槍擊士,蘇打綠?,00:44.60,2019.10.24 19:25:39,2019.10.26,第二週
19位,氣功士,CoffeeYo,00:44.60,2019.10.25 00:18:07,2019.10.26,第二週
19位,力士,Chu?起司棒,00:46.60,2019.10.24 11:46:17,2019.10.26,第二週
19位,刺客,智影?,00:52.50,2019.10.23 18:45:58,2019.10.26,第二週
19位,弓箭手,玥夜楓晴,00:54.70,2019.10.23 23:37:44,2019.10.26,第二週
19位,乾坤士,楓御千代,01:01.70,2019.10.25 23:23:38,2019.10.26,第二週
20位,劍士,月隱?,00:16.10,2019.10.26 03:53:50,2019.10.26,第二週
20位,鬥士,醬醬爆,00:30.20,2019.10.25 13:31:03,2019.10.26,第二週
20位,拳士,?尼尼,00:31.60,2019.10.23 21:16:51,2019.10.26,第二週
20位,咒術師,?妮妮,00:32.30,2019.10.25 04:11:26,2019.10.26,第二週
20位,召喚師,小甜餅ouo,00:37.70,2019.10.24 12:55:53,2019.10.26,第二週
20位,燐劍士,小狂妄?,00:40.90,2019.10.24 02:45:27,2019.10.26,第二週
20位,槍擊士,女乃奚隹,00:45.20,2019.10.24 10:58:21,2019.10.26,第二週
20位,氣功士,Destiny運命,00:45.40,2019.10.25 11:16:24,2019.10.26,第二週
20位,力士,米開朗基羅?蒼,00:47.0,2019.10.24 23:15:37,2019.10.26,第二週
20位,刺客,淨鳴,00:53.0,2019.10.25 00:43:32,2019.10.26,第二週
20位,弓箭手,梨花?,00:55.10,2019.10.23 21:11:42,2019.10.26,第二週
20位,乾坤士,啻夜,01:02.10,2019.10.24 00:52:53,2019.10.26,第二週
21位,劍士,劍刺無雙,00:17.70,2019.10.25 14:01:24,2019.10.26,第二週
21位,拳士,咖啡凍鮮奶茶,00:32.10,2019.10.25 19:27:44,2019.10.26,第二週
21位,鬥士,一品入神,00:32.40,2019.10.25 12:33:55,2019.10.26,第二週
21位,咒術師,紫格格,00:33.40,2019.10.26 02:23:19,2019.10.26,第二週
21位,召喚師,Aileen怷,00:38.40,2019.10.25 12:55:16,2019.10.26,第二週
21位,燐劍士,孤蘇埕外含三次,00:42.0,2019.10.23 19:27:28,2019.10.26,第二週
21位,槍擊士,左線預備o右線預備,00:45.20,2019.10.25 00:07:32,2019.10.26,第二週
21位,氣功士,神?優?,00:45.60,2019.10.23 19:44:28,2019.10.26,第二週
21位,力士,黑糖可頌o巴勒,00:48.0,2019.10.23 11:23:37,2019.10.26,第二週
21位,刺客,?臭跩貓,00:53.10,2019.10.25 01:45:35,2019.10.26,第二週
21位,弓箭手,嫣雨晴,00:57.40,2019.10.23 18:51:36,2019.10.26,第二週
21位,乾坤士,丰芸兒,01:02.50,2019.10.23 18:45:50,2019.10.26,第二週
22位,劍士,狂眾,00:17.90,2019.10.24 23:31:10,2019.10.26,第二週
22位,鬥士,Me?炙焱,00:33.0,2019.10.25 00:15:59,2019.10.26,第二週
22位,拳士,吾生愿牽?,00:33.70,2019.10.24 20:55:50,2019.10.26,第二週
22位,咒術師,橘子薄荷蘇打,00:35.60,2019.10.24 20:53:46,2019.10.26,第二週
22位,召喚師,點心?,00:38.50,2019.10.23 23:47:07,2019.10.26,第二週
22位,燐劍士,星語雪碧,00:42.0,2019.10.24 19:19:05,2019.10.26,第二週
22位,氣功士,狐喵喵,00:46.50,2019.10.25 22:01:52,2019.10.26,第二週
22位,槍擊士,丰筠,00:48.50,2019.10.25 16:51:56,2019.10.26,第二週
22位,力士,老甕OuO,00:49.0,2019.10.24 16:29:50,2019.10.26,第二週
22位,刺客,霸氣雲天,00:55.90,2019.10.25 23:40:23,2019.10.26,第二週
22位,弓箭手,Q蔥花Q,00:59.60,2019.10.24 19:31:38,2019.10.26,第二週
22位,乾坤士,天使便便,01:04.40,2019.10.24 19:40:39,2019.10.26,第二週
23位,劍士,狪狪,00:18.20,2019.10.23 11:07:48,2019.10.26,第二週
23位,拳士,諾羽,00:33.80,2019.10.23 21:30:59,2019.10.26,第二週
23位,鬥士,阿剎弭?,00:33.90,2019.10.25 10:14:42,2019.10.26,第二週
23位,咒術師,冰?湛藍,00:36.40,2019.10.24 21:40:29,2019.10.26,第二週
23位,召喚師,鴇兒?,00:38.60,2019.10.25 17:51:59,2019.10.26,第二週
23位,燐劍士,異性只為繁衍後代?,00:43.10,2019.10.23 16:47:29,2019.10.26,第二週
23位,氣功士,Shary?,00:47.90,2019.10.23 23:40:03,2019.10.26,第二週
23位,槍擊士,鳥仔蛋,00:48.50,2019.10.25 18:45:37,2019.10.26,第二週
23位,力士,非洲肯尼亞的負二代,00:49.70,2019.10.23 19:15:33,2019.10.26,第二週
23位,刺客,Aeyko,00:56.70,2019.10.24 21:38:27,2019.10.26,第二週
23位,弓箭手,千??,01:00.60,2019.10.23 19:57:28,2019.10.26,第二週
23位,乾坤士,Vanessa希,01:04.80,2019.10.25 00:40:15,2019.10.26,第二週
24位,劍士,?貓貓,00:19.30,2019.10.23 19:31:57,2019.10.26,第二週
24位,鬥士,小八o姈,00:34.0,2019.10.23 19:32:43,2019.10.26,第二週
24位,拳士,尹莿俐?,00:34.30,2019.10.25 16:15:45,2019.10.26,第二週
24位,咒術師,海膽泡麵,00:37.20,2019.10.23 12:44:39,2019.10.26,第二週
24位,召喚師,MissXuan,00:38.70,2019.10.24 11:59:00,2019.10.26,第二週
24位,燐劍士,大菠蘿乂,00:43.60,2019.10.23 18:55:29,2019.10.26,第二週
24位,氣功士,尹心兒,00:48.10,2019.10.24 19:48:40,2019.10.26,第二週
24位,槍擊士,?LiK,00:49.30,2019.10.24 23:22:50,2019.10.26,第二週
24位,力士,染?香?,00:50.10,2019.10.23 19:35:43,2019.10.26,第二週
24位,刺客,kapana,00:57.60,2019.10.25 20:20:08,2019.10.26,第二週
24位,弓箭手,你為什麼這麼熟練阿,01:01.30,2019.10.24 21:48:05,2019.10.26,第二週
24位,乾坤士,沫鈴雨,01:05.30,2019.10.23 21:30:20,2019.10.26,第二週
25位,劍士,花生魷,00:19.70,2019.10.24 19:48:45,2019.10.26,第二週
25位,鬥士,肆傑?,00:34.50,2019.10.24 20:53:45,2019.10.26,第二週
25位,拳士,笨狗?,00:36.90,2019.10.23 23:18:50,2019.10.26,第二週
25位,咒術師,脆皮巧克力,00:38.0,2019.10.23 12:11:42,2019.10.26,第二週
25位,召喚師,西西里亞,00:39.10,2019.10.23 22:29:30,2019.10.26,第二週
25位,燐劍士,怡然游走,00:43.90,2019.10.25 08:04:59,2019.10.26,第二週
25位,氣功士,幽明靜心,00:48.50,2019.10.24 01:24:48,2019.10.26,第二週
25位,槍擊士,凌羽兒,00:49.70,2019.10.24 04:48:11,2019.10.26,第二週
25位,力士,JASON,00:51.50,2019.10.24 18:11:56,2019.10.26,第二週
25位,刺客,椎名雪,01:00.50,2019.10.23 18:57:13,2019.10.26,第二週
25位,弓箭手,漓汐玥,01:02.60,2019.10.26 00:34:25,2019.10.26,第二週
25位,乾坤士,淺野晴川,01:05.70,2019.10.26 03:45:30,2019.10.26,第二週
26位,劍士,Oo紅豆湯圓oO,00:19.90,2019.10.24 22:51:22,2019.10.26,第二週
26位,鬥士,惡魔奶娃,00:34.80,2019.10.25 15:22:55,2019.10.26,第二週
26位,拳士,炬?,00:37.0,2019.10.23 20:53:59,2019.10.26,第二週
26位,咒術師,無盡闇夜,00:38.0,2019.10.23 19:27:12,2019.10.26,第二週
26位,召喚師,冰欣玥,00:39.10,2019.10.24 01:02:37,2019.10.26,第二週
26位,燐劍士,唷齁?,00:44.90,2019.10.23 15:03:53,2019.10.26,第二週
26位,氣功士,丹妮莉絲卡麗熙,00:48.50,2019.10.24 23:55:43,2019.10.26,第二週
26位,槍擊士,茶?,00:50.50,2019.10.23 19:35:40,2019.10.26,第二週
26位,力士,只愛北鼻,00:52.30,2019.10.25 19:16:21,2019.10.26,第二週
